N,P,K,temperature,humidity,pH,rainfall,label,Plant_Category,EC (mS/cm) Range,Ca (ppm) Range,Mg (ppm) Range,Na (ppm) Range (Max)
44,23,22,14.2432,73.9415,6.6906,76.6679,Prunus persica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
24,16,10,15.4604,75.048,7.3268,132.4601,Citrus sinensis ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
16,12,14,11.4753,67.3963,6.8054,98.2271,Citrus paradisi ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
105,65,121,17.0669,68.0569,7.8969,58.3177,Beta vulgaris var. conditiva ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
134,94,67,27.0464,61.5922,8.5603,56.573,Zea mays ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
0,18,28,23.8437,51.2339,7.3876,207.5464,Punica granatum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
11,1,23,33.761,53.455,8.1252,3.1686,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
72,67,39,15.2933,62.7667,7.0323,24.4382,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
69,38,32,16.9851,56.4816,7.2265,38.3652,Anethum graveolens ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
59,51,89,17.1617,68.418,7.1428,5.7639,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
44,50,56,9.4865,66.6041,7.4278,33.3412,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
88,19,29,19.2872,83.5524,7.9941,30.4,Mentha spicata ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
108,24,48,28.0688,50.6116,8.0407,30.5958,Pennisetum glaucum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
27,26,45,23.829,80.8562,6.6425,82.2452,Diospyros kaki ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
100,17,48,32.2167,75.2681,6.6411,111.4552,Cucumis melo var. cantalupensis ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
115,68,119,13.2394,78.7439,7.0171,75.4005,Fragaria × ananassa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
86,38,55,15.1252,67.5826,7.6351,26.7406,Foeniculum vulgare ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
84,45,79,13.881,57.8883,7.7376,36.1459,Allium ampeloprasum ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
72,67,55,12.734,59.0605,6.2554,36.9554,Carum carvi ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
39,29,20,8.4965,68.0489,6.7738,79.941,Rosa damascena ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
30,30,49,16.6951,59.2491,7.3536,36.3893,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
90,44,55,24.0922,53.9722,7.6744,53.6427,Pennisetum glaucum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
131,47,33,25.5397,64.1986,8.6023,68.526,Gossypium barbadense ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
93,34,72,17.5691,73.0821,8.0585,20.1985,Beta vulgaris subsp. cicla ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
0,0,24,41.1573,34.5667,7.8838,0.0,Opuntia ficus-indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
119,32,26,20.5772,67.0086,7.5024,45.027,Spinacia oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
5,14,36,28.9883,53.3132,7.5087,54.6464,Ficus sycomorus ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
22,5,21,10.6572,73.7523,6.2799,124.3697,Citrus limon ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
103,77,88,28.1046,71.4466,5.4434,28.0078,Musa acuminata ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
18,26,28,19.5347,32.6236,7.3745,17.9238,Olea europaea ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
111,23,53,27.8121,76.9911,8.4259,43.93,Oryza sativa ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
148,60,86,25.4213,55.5313,8.2494,98.2173,Zea mays var. indentata ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
51,28,68,25.5323,53.1339,8.2341,36.6288,Portulaca oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
86,46,37,28.2966,62.439,7.7479,40.7344,Ocimum tenuiflorum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
69,27,36,17.133,74.3593,6.9278,41.213,Petroselinum crispum ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
55,38,37,33.2778,56.0055,7.2071,60.9736,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
137,47,59,29.0029,66.6156,8.6876,95.7592,Corchorus olitorius ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
23,5,43,15.2327,50.7743,7.5213,34.7755,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
36,71,80,22.4352,54.4692,7.4455,24.6638,Lupinus albus ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
60,62,80,21.5559,68.5201,7.2758,63.2105,Glycine max ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
48,49,85,19.7335,75.2203,6.774,22.3567,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
19,41,44,25.9465,57.4599,4.9992,177.7258,Mangifera indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
138,47,141,13.5771,76.234,7.5951,82.7434,Fragaria × ananassa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
86,26,57,16.5024,65.8354,7.1765,65.1712,Petroselinum crispum ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
29,56,38,28.3898,83.1269,6.5049,69.6312,Carica papaya ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
63,37,60,17.9558,66.9963,8.2649,61.9082,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
55,13,22,24.6525,68.3438,6.3759,107.0245,Jasminum grandiflorum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
60,32,75,16.6043,58.3227,7.1184,39.4975,Ammi majus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
126,44,58,22.3252,55.368,7.0348,11.8409,Hibiscus sabdariffa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
108,29,46,27.7615,53.7411,7.2943,36.7169,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
75,47,37,28.2514,50.2025,7.6659,31.7319,Portulaca oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
54,34,71,12.8069,61.5932,7.7591,36.1204,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
46,56,116,17.3144,75.3311,6.8957,70.0317,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
27,41,33,14.9096,55.7792,7.6486,17.7962,Ammi visnaga ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
113,15,45,29.8158,75.324,7.814,80.7468,Oryza sativa ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
39,41,70,13.9676,59.3284,6.7024,57.6465,Lupinus albus ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
140,71,178,18.4363,72.107,7.1817,30.6931,Beta vulgaris ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
135,21,58,28.3118,63.6698,7.707,3.3731,Gossypium barbadense ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
22,24,15,5.7805,67.6263,7.2137,146.8429,Citrus paradisi ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
148,46,104,21.8319,67.0119,7.8415,63.0275,Solanum lycopersicum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
123,83,128,16.2171,66.4049,7.7946,77.5435,Solanum tuberosum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
120,39,107,15.9497,74.2746,6.8255,42.9489,Brassica oleracea var. italica ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
65,56,67,22.0612,61.0045,6.8456,49.9446,Glycine max ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
85,54,109,16.8686,63.1866,7.2006,34.2445,Daucus carota ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
32,9,0,15.7044,75.7943,6.9846,125.8061,Citrus sinensis ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
46,43,101,17.1695,67.7649,6.772,12.271,Pisum sativum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
40,9,34,23.4512,48.4427,7.4132,11.9631,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
61,31,39,14.9934,84.4602,6.7251,98.5395,Jasminum grandiflorum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
155,65,146,22.9357,77.1884,7.1906,146.6004,Cucumis sativus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
67,37,47,16.0497,55.4974,6.7492,41.8378,Coriandrum sativum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
105,35,52,23.4859,62.1338,6.7997,54.6028,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
96,38,67,29.868,61.3627,6.9992,4.3111,Ocimum tenuiflorum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
129,68,123,12.9162,64.3337,7.0491,77.0661,Brassica oleracea var. italica ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
51,44,67,16.3059,55.153,7.9371,65.3659,Lupinus albus ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
158,62,126,25.0232,69.8188,6.9267,93.1723,Capsicum annuum var. grossum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
69,30,71,23.3015,62.0592,7.694,55.7997,Origanum majorana ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
49,13,14,17.5967,66.0697,6.4974,69.9198,Citrus aurantium ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
105,44,33,19.8521,66.4293,6.9384,94.4899,Ocimum basilicum ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
111,40,59,29.0869,58.0537,6.9017,44.2606,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
70,39,86,14.9971,61.4099,7.4108,45.3859,Brassica rapa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
47,31,57,11.6333,57.3504,7.363,0.0,Ammi visnaga ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
56,31,43,18.1368,65.8191,7.8024,33.1572,Nigella sativa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
29,3,46,29.2938,60.3065,7.0249,84.4565,Ficus carica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
92,64,86,29.4631,65.952,5.7518,98.2236,Manihot esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
108,30,41,19.32,69.8493,7.1317,49.6851,Lactuca sativa ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
55,10,32,17.7902,81.3556,6.7003,71.0442,Rosa gallica ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
67,29,50,20.384,51.8943,7.929,61.6208,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
165,51,128,22.4301,65.819,7.7585,75.5977,Brassica oleracea var. capitata ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
128,42,55,25.8379,72.9854,8.0299,101.7399,Oryza sativa ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
4,12,35,40.8047,35.6677,8.0499,22.0439,Ziziphus spina-christi ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
72,23,9,18.765,71.2234,6.5866,40.9398,Melissa officinalis ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
148,57,65,26.5147,58.2991,8.3245,34.2643,Zea mays var. indentata ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
25,4,24,20.5822,77.5639,5.5979,89.2348,Citrus limon ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
121,31,48,23.3573,59.3108,6.2063,101.6942,Hibiscus sabdariffa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
39,18,37,24.0533,66.0166,6.5958,60.129,Rosa gallica ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
104,37,64,17.9919,60.2905,7.758,18.7225,Beta vulgaris subsp. cicla ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
38,24,73,11.7405,59.7537,7.7615,46.4719,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
121,43,54,27.8534,65.1172,7.898,69.0664,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
48,21,30,18.7094,61.6023,7.4197,58.0359,Origanum majorana ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
30,30,21,20.7038,45.2302,8.0731,0.0,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
38,33,10,31.2257,49.8514,7.1506,25.0597,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
34,66,81,23.2241,76.9306,7.3987,35.9514,Phaseolus vulgaris ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
67,49,118,26.4943,65.3731,5.4248,126.4183,Manihot esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
56,46,52,16.5722,60.5478,7.951,50.814,Ammi majus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
106,46,32,24.9538,76.8771,6.2355,58.166,Cucumis melo var. cantalupensis ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
106,47,50,24.834,53.6333,6.7709,28.5367,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
64,54,69,20.2214,56.5353,7.7389,42.5847,Hordeum vulgare ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
30,18,36,25.6098,51.9031,8.5782,22.2306,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
30,34,39,20.8036,62.4192,7.405,40.0576,Origanum majorana ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
17,3,4,23.6969,58.545,6.7507,29.8739,Thymus vulgaris ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
93,33,56,30.5442,68.5175,7.5345,70.2187,Gossypium barbadense ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
40,54,71,15.9917,60.5243,6.9211,34.7817,Trigonella foenum-graecum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
63,31,45,19.3868,57.5493,6.6371,18.4469,Origanum majorana ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
38,49,70,21.2205,50.0048,7.7328,37.2933,Lupinus albus ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
37,44,57,22.3841,54.1557,7.3334,23.0572,Origanum majorana ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
47,24,19,31.4686,46.3705,4.6903,189.3324,Mangifera indica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
52,46,65,14.8258,65.7682,6.6621,35.802,Anethum graveolens ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
64,29,44,24.0188,72.964,7.7515,62.2051,Matricaria chamomilla ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
60,29,58,17.5124,54.3801,7.062,2.6867,Pimpinella anisum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
107,45,65,26.1478,61.1395,8.2297,45.8448,Pennisetum glaucum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
83,43,53,25.5823,62.9361,6.7096,45.2555,Pelargonium graveolens ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
128,54,98,21.6157,69.9399,6.9344,74.8288,Capsicum annuum ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
173,73,96,29.4104,74.6756,7.6092,103.9523,Saccharum officinarum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
89,53,102,25.0334,65.138,5.6734,55.9077,Manihot esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
46,31,19,15.2206,72.3565,7.4338,36.429,Prunus armeniaca ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
86,38,25,19.4609,67.655,7.6167,96.611,Mentha piperita ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
91,58,82,23.6856,71.0337,7.8817,44.0412,Pelargonium graveolens ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
80,17,22,26.1968,55.1182,8.1427,43.9528,Portulaca oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
36,18,14,22.2445,79.9716,6.2015,68.14,Pyrus communis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
17,64,101,22.1279,57.3162,5.186,103.866,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
55,70,110,33.0459,65.362,5.6431,46.2995,Arachis hypogaea ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
77,36,46,14.0748,66.7507,7.5564,69.2265,Beta vulgaris subsp. cicla ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
73,48,48,19.688,71.112,7.0292,45.7754,Foeniculum vulgare ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
6,0,40,33.0319,25.5011,8.3814,9.1276,Phoenix dactylifera ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
93,37,25,31.5521,42.6817,7.5985,24.7717,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
38,0,36,14.9512,76.6031,7.7941,122.4021,Citrus medica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
19,3,20,24.3804,45.8373,8.5482,51.7555,Ficus sycomorus ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
60,51,64,15.4582,60.9682,7.3166,46.0905,Coriandrum sativum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
103,45,48,12.2288,63.6873,7.3732,78.8835,Beta vulgaris subsp. cicla ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
32,45,34,21.1369,69.6664,7.2795,36.7266,Matricaria chamomilla ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
24,17,18,13.9559,79.3601,6.1856,112.6763,Prunus domestica ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
30,51,70,21.0946,63.1768,6.6142,24.7076,Glycine max ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
87,25,71,24.8126,53.4455,7.3018,24.9617,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
103,84,119,13.865,66.1459,5.8482,46.4249,Fragaria × ananassa ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
54,61,118,24.394,73.7131,5.8443,66.3414,Ipomoea batatas ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
178,35,98,26.5412,60.7093,7.8668,31.7802,Solanum melongena ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
36,21,15,17.0639,51.7688,6.901,20.3899,Salvia officinalis ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
49,5,9,10.4961,74.7618,7.4002,81.6837,Citrus sinensis ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
48,34,71,27.7279,55.8619,7.1322,49.7243,Sesamum indicum ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
16,13,0,29.3318,40.5088,6.8915,10.4256,Artemisia herba-alba ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
68,69,77,26.6102,59.9894,7.1398,61.0794,Vigna unguiculata ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
46,79,85,21.3749,55.191,8.27,37.4539,Cicer arietinum ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
156,67,109,19.3584,69.5231,8.042,54.3791,Brassica oleracea var. capitata ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
134,71,55,23.6628,55.3842,7.5328,56.7006,Zea mays var. indentata ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
40,0,8,31.5491,60.5033,7.9521,13.8447,Ziziphus spina-christi ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
142,101,148,25.3508,75.9852,7.0742,85.3824,Cucumis sativus ,Fruiting_Veg,2.0-4.5 mS/cm,180-250 ppm,40-70 ppm,< 50 ppm (Sensitive)
95,53,63,23.3372,58.1168,7.2071,37.3732,Helianthus annuus ,Unclassified,1.5-2.5 mS/cm,100-180 ppm,30-50 ppm,< 60 ppm
0,24,40,20.735,43.5594,7.0779,37.9964,Olea europaea ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
115,37,46,20.7703,67.1813,7.1111,53.2728,Spinacia oleracea ,Leafy_Veg,1.2-2.0 mS/cm,100-150 ppm,25-50 ppm,< 50 ppm
39,58,90,11.9847,65.8777,8.592,47.5726,Vicia faba ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
41,53,62,19.8173,58.34,6.9739,116.078,Glycine max ,Legume,1.0-1.8 mS/cm,80-150 ppm,20-40 ppm,< 40 ppm (High Sensitive)
32,6,0,19.8798,67.5364,6.1581,77.3506,Citrus reticulata ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
14,21,0,12.0483,72.5315,6.0854,152.6994,Citrus sinensis ,Tree_Fruit,1.0-2.5 mS/cm,100-200 ppm,30-60 ppm,< 50 ppm
86,56,105,28.8886,61.8054,5.8738,91.6005,Manihot esculenta ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
84,49,71,33.6929,55.525,7.3784,33.1722,Pennisetum glaucum ,Cereal_Grass,1.0-2.0 mS/cm,60-120 ppm,15-35 ppm,Tolerant (Variable)
57,28,85,19.9623,59.5015,7.7063,28.1243,Allium cepa ,Root_Tuber,1.8-2.8 mS/cm,100-180 ppm,30-60 ppm,< 70 ppm
58,42,111,27.9951,83.7733,4.881,152.0411,Curcuma longa ,Herb_Spice,1.5-2.5 mS/cm,100-150 ppm,30-50 ppm,< 50 ppm
